store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Bank,1,owned,1,Mumbai,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",3945,4,Locker,3,23
Departmental Store,2,owned,1,Gurgaon,5,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",10000,25,IHS,2,23
Movie theater,6,rented,2,Mumbai,3,"SCO 85, Inner Market, 35C, Chandigarh, 160022",23413,4,Locker,3,81
Bank,1,rented,2,CP,3,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",3450,20,3P,1,90
Grocery,3,owned,1,Dwarka,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",2151,11,Locker,3,20
Grocery,3,owned,1,Gurgaon,5,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",1299,5,IHS,2,95
Lifestyle Store,5,owned,1,Pune,1,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",15600,12,Locker,3,50
Departmental Store,2,owned,1,Mumbai,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",1800,11,3P,1,14
Gym,4,rented,2,Jalandar,2,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",47425,12,IHS,2,45
Gym,4,owned,1,Noida,2,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",23452,10,Locker,3,67
Departmental Store,2,owned,1,Noida,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",36125,14,Locker,3,95
Grocery,3,rented,2,Dwarka,4,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",10620,14,Locker,3,26
Departmental Store,2,rented,2,Noida,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",23413,12,Locker,3,54
Gym,4,owned,1,Mumbai,2,"4N Block, Srirampura, Bengaluru, Karnataka 560021",24900,6,IHS,2,22
Grocery,3,owned,1,Ghaziabad,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",30875,11,Locker,3,81
Gym,4,owned,1,Noida,2,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",1200,10,Locker,3,15
Bank,1,owned,1,Dwarka,5,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",23452,3,Helix,4,23
Pharmacy,7,rented,2,Mumbai,4,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",23413,25,Locker,3,32
Movie theater,6,owned,1,Mumbai,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1200,5,IHS,2,56
Lifestyle Store,5,owned,1,Pune,4,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",47425,12,3P,1,45
Movie theater,6,owned,1,Mumbai,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",2155,14,Locker,3,11
Restraunt,7,owned,1,Pune,1,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",23413,11,Locker,3,50
Pharmacy,7,owned,1,Noida,1,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",10638,5,3P,1,8
Pharmacy,7,owned,1,CP,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",1299,12,Locker,3,3
Departmental Store,2,owned,1,Ghaziabad,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1299,12,IHS,2,22
Departmental Store,2,rented,2,Ahemdabad,3,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",36125,25,3P,1,4
Bank,1,owned,1,Karol Bagh,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",2145,11,Locker,3,12
Movie theater,6,owned,1,Gurgaon,5,"E/1-282, Gauravaddo, Calangute, Goa 403516",2050,11,Locker,3,15
Bank,1,owned,1,Dwarka,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",20002,3,Helix,4,54
Restraunt,7,owned,1,Mumbai,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",1899,10,3P,1,65
Grocery,3,owned,1,Gurgaon,4,"SCO 219 36 D, Chandigarh, 160036",11000,8,Helix,4,55
Bank,1,rented,2,Gurgaon,2,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",18002,11,3P,1,54
Restraunt,7,owned,1,Gurgaon,3,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",1800,10,Locker,3,42
Departmental Store,2,owned,1,Dwarka,1,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",18002,14,Locker,3,3
Movie theater,6,owned,1,Gurgaon,3,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",10125,11,3P,1,56
Gym,4,owned,1,Dwarka,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",24900,6,3P,1,20
Departmental Store,2,owned,1,Gurgaon,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",2092,20,3P,1,55
Lifestyle Store,5,owned,1,Karol Bagh,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",1200,12,3P,1,13
Departmental Store,2,owned,1,Amritsar,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",12983,10,Locker,3,54
Pharmacy,7,owned,1,CP,3,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",11000,10,Helix,4,45
Departmental Store,2,owned,1,Gurgaon,5,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",8880,10,Locker,3,45
Departmental Store,2,rented,2,Mumbai,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",1200,10,IHS,2,45
Pharmacy,7,owned,1,Ahemdabad,2,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",20002,12,Locker,3,81
Restraunt,7,rented,2,Mumbai,2,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",12983,10,3P,1,50
Grocery,3,owned,1,Jalandar,1,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",24900,23,3P,1,26
Gym,4,rented,2,Mumbai,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2309,41,Locker,3,95
Grocery,3,rented,2,CP,5,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",23413,10,IHS,2,81
Pharmacy,7,owned,1,Dwarka,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",18002,3,IHS,2,8
Grocery,3,rented,2,Ghaziabad,4,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",2178,11,IHS,2,14
Departmental Store,2,owned,1,Ahemdabad,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",30875,10,Locker,3,8
Gym,4,owned,1,Noida,5,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",18234,5,Locker,3,23
Bank,1,owned,1,Noida,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",1200,11,Locker,3,20
Pharmacy,7,owned,1,Noida,4,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",2671,5,IHS,2,45
Movie theater,6,rented,2,Chandigarh,3,"5-4-790/2, Gowardhan Chambers ,Adjecent Lane to Metro Footwears, , Nampally Station Road, Abids Hyderabad., Hyderabad, Telangana 500001",20002,12,IHS,2,90
Grocery,3,owned,1,Ahemdabad,4,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",10620,14,IHS,2,67
Bank,1,owned,1,Gurgaon,4,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",1299,3,Locker,3,20
Movie theater,6,owned,1,Mumbai,4,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",24900,5,3P,1,50
Gym,4,owned,1,Noida,3,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",1800,14,3P,1,50
Movie theater,6,owned,1,Ahemdabad,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",30875,10,3P,1,45
Departmental Store,2,owned,1,Kanpur,4,"SCO 219 36 D, Chandigarh, 160036",12983,15,IHS,2,8
Bank,1,owned,1,Gurgaon,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",1299,4,3P,1,50
Movie theater,6,owned,1,Mumbai,1,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",24900,6,Locker,3,50
Restraunt,7,owned,1,Mumbai,3,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",8880,6,IHS,2,89
Grocery,3,owned,1,Dwarka,3,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",1100,11,3P,1,22
Restraunt,7,rented,2,Ghaziabad,3,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",1900,3,Helix,4,54
Bank,1,rented,2,Noida,5,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",11000,10,IHS,2,45
Bank,1,rented,2,Dwarka,4,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",9397,10,Locker,3,81
Grocery,3,owned,1,Noida,4,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",2296,30,IHS,2,20
Bank,1,owned,1,Noida,1,"South Sinthee Road, South Sinthee, Biswanath Colony, Dum Dum, Kolkata, West Bengal 700030",4219,3,Helix,4,4
Movie theater,6,rented,2,Mumbai,2,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",2837,3,Locker,3,20
Movie theater,6,owned,1,Gandhinagar,3,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",10125,12,Locker,3,45
Bank,1,owned,1,Chandigarh,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",10125,10,Locker,3,20
Grocery,3,owned,1,Ghaziabad,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",10000,11,Locker,3,8
Departmental Store,2,rented,2,Noida,2,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",2309,10,Locker,3,32
Gym,4,owned,1,CP,3,"5-4-790/2, Gowardhan Chambers ,Adjecent Lane to Metro Footwears, , Nampally Station Road, Abids Hyderabad., Hyderabad, Telangana 500001",1817,10,Locker,3,20
Bank,1,rented,2,Gurgaon,5,"Royal Calcutta Golf Club, Prince Golam Mohammad Shah Rd, Golf Gardens, Tollygunge, Kolkata, West Bengal 700095",11000,10,3P,1,20
Grocery,3,owned,1,Noida,5,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2750,20,IHS,2,52
Lifestyle Store,5,owned,1,Noida,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",9230,3,IHS,2,45
Restraunt,7,owned,1,Gurgaon,5,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",1299,10,3P,1,95
Lifestyle Store,5,owned,1,Gurgaon,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",18002,25,3P,1,15
Departmental Store,2,owned,1,Dwarka,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",11000,20,Locker,3,23
Lifestyle Store,5,owned,1,Gurgaon,2,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",4940,11,Helix,4,42
Restraunt,7,owned,1,Gandhinagar,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",11000,12,Locker,3,55
Pharmacy,7,owned,1,Mumbai,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",2498,10,Locker,3,23
Grocery,3,owned,1,Jalandar,4,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",36125,8,IHS,2,3
Restraunt,7,owned,1,Noida,4,"B-108 Near Classic Chauraha, Mahanagar, Lucknow, Uttar Pradesh 226006",1660,10,3P,1,54
Grocery,3,owned,1,Noida,5,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",2001,5,IHS,2,24
Bank,1,owned,1,Noida,1,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",23413,6,Locker,3,67
Grocery,3,owned,1,Mumbai,3,"1, Gwalior Road, Baluganj, Rakabganj, Agra, Uttar Pradesh 282001",2141,11,IHS,2,54
Restraunt,7,rented,2,Dwarka,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",4219,12,Helix,4,14
Grocery,3,owned,1,Gurgaon,5,"Sco 80, 81, 4th Floor, Bridge Market, 17C, Chandigarh, 160017",18234,17,Locker,3,67
Restraunt,7,owned,1,CP,3,"Velgau, Santa Inez, Panaji, Goa 403001",18002,25,3P,1,59
Restraunt,7,owned,1,Gurgaon,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1299,12,Locker,3,45
Restraunt,7,owned,1,Ahemdabad,3,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",10000,11,IHS,2,3
Pharmacy,7,rented,2,Ahemdabad,5,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",47425,20,Locker,3,59
Movie theater,6,rented,2,Gurgaon,2,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",2001,10,IHS,2,81
Grocery,3,owned,1,Noida,3,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",24900,10,Helix,4,20
Gym,4,owned,1,Chandigarh,3,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2800,11,Locker,3,14
Pharmacy,7,owned,1,Karol Bagh,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",12983,30,Helix,4,20
Restraunt,7,owned,1,Gurgaon,4,"SCO 219 36 D, Chandigarh, 160036",18002,3,Locker,3,14
Lifestyle Store,5,owned,1,Dwarka,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",47425,11,Locker,3,45
Departmental Store,2,owned,1,Kanpur,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",20002,14,Locker,3,16
Grocery,3,owned,1,Noida,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",2800,3,IHS,2,3
Grocery,3,owned,1,Karol Bagh,2,"418, 8-2, 287/12, Rd Number 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034",10000,10,3P,1,55
Bank,1,owned,1,Gurgaon,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1299,30,Locker,3,8
Movie theater,6,owned,1,Gurgaon,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",11000,25,3P,1,32
Restraunt,7,rented,2,CP,4,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",1295,8,IHS,2,14
Lifestyle Store,5,owned,1,Ghaziabad,4,"SCO 219 36 D, Chandigarh, 160036",2837,25,IHS,2,67
Movie theater,6,owned,1,Noida,5,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",4940,12,3P,1,23
Bank,1,rented,2,Dwarka,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",23413,12,Locker,3,45
Movie theater,6,owned,1,Mumbai,2,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",23413,10,Helix,4,13
Grocery,3,rented,2,Ghaziabad,5,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",2090,20,3P,1,45
Departmental Store,2,rented,2,Gurgaon,1,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1566,3,Locker,3,54
Grocery,3,owned,1,Dwarka,5,"Velgau, Santa Inez, Panaji, Goa 403001",18002,12,Locker,3,95
Movie theater,6,owned,1,Ghaziabad,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",11000,15,3P,1,81
Movie theater,6,owned,1,Ghaziabad,5,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",10300,5,IHS,2,10
Departmental Store,2,rented,2,Ghaziabad,3,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",74318.4,12,Locker,3,14
Pharmacy,7,owned,1,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",36125,20,Locker,3,23
Grocery,3,owned,1,Gurgaon,2,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",10620,25,Locker,3,23
Grocery,3,owned,1,Noida,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",2905,5,Locker,3,54
Movie theater,6,owned,1,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",18002,12,Locker,3,59
Grocery,3,owned,1,Chandigarh,4,"66 d, Beauty Avenue, Amritsar, Punjab 143104",23413,3,3P,1,55
Grocery,3,owned,1,Noida,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",10000,3,3P,1,24
Gym,4,owned,1,Dwarka,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",1800,12,Helix,4,90
Bank,1,owned,1,Ghaziabad,5,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",1299,14,IHS,2,95
Grocery,3,owned,1,Mumbai,4,"Shop No 2043, Burail, Sector 45, A, Chandigarh 160047",1858,11,Locker,3,67
Movie theater,6,rented,2,Noida,3,"5P, Ashutosh mukherjee road, First floor, Kolkata, West Bengal 700020",10300,10,Locker,3,21
Departmental Store,2,owned,1,Gurgaon,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",74318.4,3,IHS,2,95
Gym,4,owned,1,Gurgaon,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",11000,5,Locker,3,14
Movie theater,6,rented,2,Gurgaon,1,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",23413,11,Helix,4,14
Grocery,3,owned,1,CP,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1686,12,Helix,4,23
Departmental Store,2,owned,1,Gurgaon,1,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",2838,3,Helix,4,20
Restraunt,7,owned,1,Mumbai,2,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",17440,10,Locker,3,8
Gym,4,owned,1,Mumbai,5,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2837,5,Locker,3,8
Departmental Store,2,owned,1,Noida,4,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",17440,4,Locker,3,50
Bank,1,owned,1,Karol Bagh,2,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",12983,4,3P,1,45
Movie theater,6,rented,2,Gurgaon,3,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",4492,11,Helix,4,38
Gym,4,rented,2,Chandigarh,5,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",30875,11,Locker,3,67
Bank,1,owned,1,Mumbai,3,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",24900,11,Locker,3,80
Bank,1,owned,1,Jalandar,2,"4N Block, Srirampura, Bengaluru, Karnataka 560021",18002,12,Locker,3,54
Departmental Store,2,owned,1,Mumbai,4,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",1299,3,IHS,2,21
Pharmacy,7,owned,1,Dwarka,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",2837,7,Locker,3,45
Restraunt,7,owned,1,Ahemdabad,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",24900,10,Helix,4,50
Movie theater,6,owned,1,Mumbai,5,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",11000,10,IHS,2,59
Pharmacy,7,owned,1,CP,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1566,25,Locker,3,23
Restraunt,7,owned,1,Dwarka,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1200,4,Locker,3,59
Restraunt,7,rented,2,Mumbai,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",1800,12,3P,1,81
Grocery,3,owned,1,Mumbai,2,"SCO 85, Inner Market, 35C, Chandigarh, 160022",23413,10,3P,1,23
Gym,4,owned,1,Gurgaon,5,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2214,25,IHS,2,14
Gym,4,owned,1,Mumbai,4,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",23413,10,Locker,3,20
Movie theater,6,owned,1,Ghaziabad,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",12000,3,Locker,3,67
Bank,1,owned,1,Ghaziabad,5,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",2800,23,3P,1,3
Pharmacy,7,owned,1,Mumbai,5,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",7420,3,3P,1,32
Restraunt,7,owned,1,Mumbai,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",15600,30,IHS,2,8
Grocery,3,owned,1,Noida,3,"SCO 253, Sector 44-C, Near Canara Bank, Chandigarh, 160047",11000,11,Locker,3,56
Movie theater,6,owned,1,Karol Bagh,1,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",20002,25,IHS,2,54
Grocery,3,rented,2,Amritsar,5,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",11000,10,Locker,3,45
Restraunt,7,owned,1,Gurgaon,5,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",23413,10,Locker,3,45
Departmental Store,2,owned,1,Noida,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1660,20,3P,1,8
Lifestyle Store,5,owned,1,Mumbai,5,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",18002,3,Locker,3,4
Bank,1,rented,2,Mumbai,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",18002,25,3P,1,59
Gym,4,rented,2,Amritsar,3,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",30875,30,IHS,2,59
Grocery,3,owned,1,Gurgaon,5,"66 d, Beauty Avenue, Amritsar, Punjab 143104",74318.4,14,IHS,2,24
Restraunt,7,rented,2,Ghaziabad,2,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",2498,25,3P,1,55
Movie theater,6,owned,1,Noida,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",12983,6,IHS,2,45
Pharmacy,7,owned,1,Noida,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",23413,8,3P,1,45
Bank,1,owned,1,Mumbai,5,"E/1-282, Gauravaddo, Calangute, Goa 403516",1200,11,Locker,3,23
Bank,1,rented,2,Mumbai,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",2800,25,IHS,2,32
Restraunt,7,owned,1,CP,2,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",24900,10,IHS,2,67
