store_type,availability,location,rating  ,society,total_sqft,employees ,programs,programs_val,Dpmo
Super Market,44061,Haralur Road,2,,3825,18,Locker,3,64
Drug Store,Ready To Move,Uttarahalli,2,,33125,2,Locker,3,86
Super Market,43848,Sarjapur  Road,3,Pamesy ,32500,18,IHS,2,52
Super Market,Ready To Move,Banashankari Stage VI,2,Shateor,32325,34,Locker,3,36
Drug Store,Ready To Move,Bellandur,2,,41625,7,IHS,2,77
Super Market,Ready To Move,Jakkur,3,GrrvaGr,41750,48,3P,1,66
Super Market,44061,Hegde Nagar,3,SSdhimr,28500,25,Locker,3,69
Super Market,Ready To Move,Rayasandra,3,AWharde,32000,6,IHS,2,13
Super Market,Ready To Move,Hoodi,2,,29250,16,Locker,3,94
Super Market,Ready To Move,Kanakapura,3,SRidePr,36250,30,IHS,2,55
Super Market,Ready To Move,Sahakara Nagar,2,,22750,32,Locker,3,65
General Store,Ready To Move,Marathahalli,1,Fants A,13950,14,Helix,4,55
Super Market,Ready To Move,Mysore Road,4,Mades G,98775,40,Locker,3,83
Super Market,43939,Whitefield,1,PualeSk,41625,21,Helix,4,95
Super Market,Ready To Move,Thomas Town,2,PrityTr,23400,34,Locker,3,92
Super Market,44185,Old Madras Road,4,Pruthg ,39750,21,Locker,3,35
General Store,Ready To Move,KR Puram,2,Trnce A,27000,1,Locker,3,61
Super Market,Ready To Move,Sector 7 HSR Layout,2,,30125,5,Locker,3,29
Super Market,Ready To Move,Budigere,2,,30750,11,Locker,3,30
Super Market,Ready To Move,1Hanuman Nagar,19,,76675,13,Helix,4,76
Drug Store,44091,Uttarahalli,2,IcudiMa,12000,0,Helix,4,14
Super Market,44092,Jakkur Plantation,3,SunceEs,35000,26,3P,1,17
Super Market,Ready To Move,Ashirvad Colony,2,SNity S,10278,44,IHS,2,63
Drug Store,Ready To Move,Hebbal,3,,26875,1,IHS,2,39
General Store,18-Dec,Kengeri Satellite Town,2,,37000,2,Locker,3,22
Super Market,Ready To Move,Horamavu Banaswadi,4,,37625,12,IHS,2,46
Drug Store,Ready To Move,Kodigehalli,2,,23050,2,IHS,2,36
Super Market,Ready To Move,Konanakunte,3,Prncyrn,40000,35,Locker,3,85
Drug Store,Ready To Move,Hosa Road,1,Vastael,42875,1,IHS,2,99
Super Market,Ready To Move,SBM Colony,10,Solia D,9315,11,Locker,3,44
Super Market,44061,Judicial Layout,3,Sodgere,7650,3,Helix,4,44
General Store,Ready To Move,Thanisandra,3,KHatsFl,36625,13,IHS,2,75
Super Market,44029,Bannerghatta,3,ViensRK,9180,19,3P,1,27
Drug Store,Ready To Move,Malleshpalya,2,,36000,4,IHS,2,64
Super Market,Ready To Move,KR Puram,3,SNe 2ev,16500,9,IHS,2,93
Super Market,18-Dec,7th Phase JP Nagar,2,Maunt M,30000,29,3P,1,98
Super Market,Ready To Move,Jalahalli West,1,,38625,18,Locker,3,16
General Store,Ready To Move,Dasanapura,2,Eline P,32750,14,IHS,2,98
General Store,Ready To Move,Bhoganhalli,4,,29250,5,Helix,4,63
Super Market,44092,Hennur Road,3,SunceEs,56250,3,3P,1,24
Drug Store,Ready To Move,Jagadish Nagar,3,,85250,0,Locker,3,18
General Store,Ready To Move,Brooke Bond First Cross,2,Nastadr,46600,6,Helix,4,4
Super Market,Ready To Move,Singena Agrahara,3,Sodgere,30000,5,Locker,3,44
Super Market,Ready To Move,Raja Rajeshwari Nagar,2,Rarthne,56275,28,Helix,4,46
Super Market,Ready To Move,Ramamurthy Nagar,6,PuandHi,25300,47,Locker,3,25
Super Market,43969,Gokula Extension,4,Prtates,29250,6,IHS,2,7
Super Market,Ready To Move,Chandra Layout,2,FBazaah,30625,37,Locker,3,12
General Store,Ready To Move,Yelahanka New Town,1,,45000,5,Locker,3,57
Super Market,Ready To Move,Electronic City Phase II,3,,9855,20,IHS,2,99
Super Market,Ready To Move,8th Phase JP Nagar,3,,37750,47,IHS,2,9
Super Market,44030,Kengeri Satellite Town,2,,28500,13,IHS,2,93
Super Market,43848,VGP Layout,3,,29150,2,Helix,4,38
General Store,Ready To Move,EPIP Zone,3,,25375,11,Helix,4,3
Super Market,Ready To Move,Haralur Road,2,NaensGa,12000,42,IHS,2,41
Super Market,43882,Hebbal,2,,26625,12,3P,1,84
Super Market,44030,Kadarenahalli,10,SunceEs,38425,35,3P,1,79
Super Market,Ready To Move,Ramamurthy Nagar,5,Mancya ,28750,47,IHS,2,92
Super Market,Ready To Move,Hennur Road,2,Prityel,46500,30,IHS,2,81
Super Market,44183,Anekal,1,Magiaya,10800,13,IHS,2,67
Super Market,Ready To Move,Hulimavu,2,BrdgeNo,29225,12,IHS,2,81
Super Market,Ready To Move,Tumkur Road,3,Prndsde,35025,3,IHS,2,65
Super Market,Ready To Move,Basavangudi,3,,11875,18,IHS,2,21
Super Market,Ready To Move,Bhoganhalli,3,SJityaz,41125,11,Locker,3,65
Super Market,Ready To Move,Kundalahalli,3,,22950,15,IHS,2,9
Super Market,Ready To Move,7th Phase JP Nagar,2,AriosHe,42575,30,IHS,2,54
General Store,Ready To Move,Basaveshwara Nagar Yelahanka,1,DSeme S,26400,12,Helix,4,52
Super Market,Ready To Move,Begur Road,2,GaicaVe,10800,23,IHS,2,13
Drug Store,Ready To Move,Defence Colony,10,,31375,4,3P,1,85
Super Market,18-Oct,Tejaswini Nagar,1,DSapeSk,30000,17,IHS,2,96
Super Market,Ready To Move,Hosa Road,2,Brnia G,33500,34,IHS,2,32
Super Market,Ready To Move,Herohalli,5,Jaanaa ,33750,3,Helix,4,47
Super Market,Ready To Move,Rajaji Nagar,3,,14850,7,Locker,3,2
Super Market,Ready To Move,Jalahalli East,3,,#VALUE!,7,Locker,3,96
Super Market,43939,AECS Layout,2,Rosha I,30875,2,Locker,3,31
Super Market,Ready To Move,Electronics City Phase 1,3,Maana E,37875,34,IHS,2,89
Super Market,Ready To Move,Electronic City,2,,29975,45,Locker,3,22
General Store,Ready To Move,Vasanth nagar,6,Itelaa ,5355,2,IHS,2,10
General Store,Ready To Move,Pattandur Agrahara,2,Natic T,26280,11,Locker,3,16
Super Market,Ready To Move,Hosakerehalli,2,,42975,38,IHS,2,91
Super Market,Ready To Move,HBR Layout,2,PraleSi,26775,30,IHS,2,94
Super Market,Ready To Move,Doddabommasandra,9,Pronyt ,31075,5,IHS,2,100
Super Market,Ready To Move,Kaggadasapura,2,Prityel,94025,28,IHS,2,32
Super Market,Ready To Move,Hennur,3,Goateds,75000,11,Helix,4,39
Super Market,18-Dec,Kanakpura Road,3,,109875,30,Locker,3,66
Drug Store,Ready To Move,Jnana Ganga Nagar,3,,30000,3,IHS,2,14
Super Market,Ready To Move,KPC Layout,2,SSthamh,31250,35,Helix,4,45
General Store,Ready To Move,Hebbal,2,,18375,9,Locker,3,51
General Store,44183,Kasavanhalli,4,Sryalan,43650,10,IHS,2,50
Super Market,43969,Varthur,2,Aavelis,31500,19,IHS,2,30
Super Market,43908,Byrasandra,3,EcEONfe,149625,22,IHS,2,54
General Store,Ready To Move,Frazer Town,4,,21555,0,IHS,2,90
Super Market,Ready To Move,Electronic City,3,SoechHa,9000,18,Locker,3,65
Super Market,18-Dec,Raja Rajeshwari Nagar,3,Dieldli,30375,25,Helix,4,10
Drug Store,Ready To Move,Frazer Town,2,AreraRe,37925,0,Locker,3,77
Super Market,Ready To Move,Haralur Road,2,Rilor C,10500,42,IHS,2,49
General Store,Ready To Move,Old Airport Road,3,Suashen,16000,4,Locker,3,6
Super Market,Ready To Move,Green Glen Layout,3,,24500,16,Locker,3,99
Super Market,Ready To Move,Maragondanahalli,3,,39375,30,IHS,2,8
General Store,Ready To Move,Electronic City,1,,32950,3,IHS,2,41
Super Market,43850,Anandapura,3,Soresea,28000,24,IHS,2,10
Super Market,18-Jul,Electronic City,4,Pu270a ,31000,35,Locker,3,82
General Store,Ready To Move,Hegde Nagar,4,Sryamar,11754,4,Locker,3,85
General Store,Ready To Move,Haralur Road,2,,8000,11,Helix,4,8
General Store,Ready To Move,Bagalur,4,Srncy R,46750,9,Locker,3,12
Super Market,Ready To Move,Bagalur Main Road,2,Shyas S,12780,3,Locker,3,57
General Store,Ready To Move,7th Phase JP Nagar,2,PronsEn,96000,8,IHS,2,17
Drug Store,Ready To Move,Thanisandra,1,,10944,9,Locker,3,18
Super Market,44061,Jakkur,3,,40375,18,IHS,2,12
Drug Store,Ready To Move,Vinayaka Nagar,2,,28750,9,IHS,2,95
Super Market,Ready To Move,Jay an agar 4 T Block,4,SoystAm,24000,7,IHS,2,23
Drug Store,Ready To Move,Thirumenahalli,5,,28250,8,Locker,3,73
Super Market,Ready To Move,Kempapura,5,RSntsja,14850,21,Locker,3,95
Super Market,Ready To Move,Thurahalli,4,InockHo,27625,28,IHS,2,61
Super Market,Ready To Move,Electronic City,3,Thiced ,12000,13,IHS,2,89
Super Market,20-Jan,Kengeri,2,DNncasa,37500,30,IHS,2,35
Super Market,Ready To Move,Sarjapur  Road,3,SodilDa,67750,15,Locker,3,27
General Store,Ready To Move,7th Phase JP Nagar,3,Prana S,15000,4,IHS,2,86
Super Market,Ready To Move,Alfa Garden Layout,2,,24000,6,Helix,4,40
Super Market,Ready To Move,Banashankari Stage III,3,,24750,14,Locker,3,88
Super Market,18-Apr,Whitefield,2,BrontLa,31250,30,IHS,2,6
Super Market,44001,Nallurhalli,2,,25850,13,IHS,2,28
Drug Store,Ready To Move,Wilson Garden,3,,16515,5,IHS,2,38
Super Market,43849,Vishwanatha Nagenahalli,5,PrensKe,25200,11,IHS,2,73
Drug Store,Ready To Move,Sidedahalli,3,PrOakSi,32875,7,Locker,3,47
Super Market,43939,Hosa Road,3,Sariana,37950,41,Locker,3,61
Super Market,43939,Vidyaranyapura,4,Prarkun,85900,10,IHS,2,26
Super Market,Ready To Move,frazertown,3,Bhmesy ,38125,29,IHS,2,22
Super Market,Ready To Move,Raja Rajeshwari Nagar,3,,43325,22,IHS,2,12
Drug Store,Ready To Move,Sarjapur  Road,3,,36250,2,IHS,2,44
Super Market,Ready To Move,Kasavanhalli,2,KancyRe,93850,34,IHS,2,13
Super Market,43939,Harlur,2,Sadhii ,38750,17,Locker,3,67
Super Market,Ready To Move,Vittasandra,2,GrrvaGr,30750,39,IHS,2,15
Super Market,Ready To Move,Hegde Nagar,3,,8433,41,IHS,2,76
Super Market,Ready To Move,Udaya Nagar,4,,4950,23,Locker,3,51
Drug Store,Ready To Move,Kanakpura Road,2,,29050,5,Locker,3,10
Super Market,Ready To Move,Thanisandra,2,BrlisCo,29325,44,Locker,3,72
General Store,Ready To Move,Kattigenahalli,2,,32000,16,Locker,3,31
Super Market,Ready To Move,Electronic City Phase II,2,Koagati,41250,47,IHS,2,98
Super Market,Ready To Move,Yeshwanthpur,2,Mayne A,12060,13,Helix,4,46
Drug Store,Ready To Move,Hoodi,3,,31000,9,Locker,3,70
Super Market,Ready To Move,Lingadheeranahalli,4,,26000,40,Locker,3,2
Super Market,43999,Kattigenahalli,8,Soresea,28875,18,Locker,3,70
Super Market,Ready To Move,Old Madras Road,2,,32675,17,Locker,3,28
Drug Store,Ready To Move,Madiwala,1,,8100,3,IHS,2,87
Super Market,19-Dec,Junnasandra,4,,35000,42,IHS,2,45
Super Market,Ready To Move,Sarjapur,2,,30000,7,IHS,2,68
Super Market,Ready To Move,Sanjay nagar,2,SraveSL,68325,16,3P,1,92
Drug Store,Ready To Move,Akshaya Nagar,3,,26250,1,IHS,2,22
Super Market,44183,Sarjapur  Road,2,Prtates,6230,34,IHS,2,35
Super Market,Ready To Move,Thanisandra,3,Palleon,29750,27,Locker,3,37
Super Market,18-Nov,Vijayanagar,2,AsastDe,6300,24,Locker,3,24
Super Market,Ready To Move,5th Phase JP Nagar,2,PuziaVe,38250,38,Locker,3,39
Super Market,Ready To Move,Kaverappa Layout,2,Bhmesy ,29450,42,Helix,4,35
Drug Store,Ready To Move,Sarjapur,2,,27850,0,Locker,3,96
General Store,18-Jul,Hoskote,2,,29875,17,3P,1,42
Super Market,Ready To Move,KR Puram,2,Zonce E,29200,27,IHS,2,90
Super Market,Ready To Move,Rachenahalli,2,S2kaaan,34725,26,IHS,2,23
Super Market,44184,Thanisandra,2,DSrry S,30600,9,3P,1,39
Super Market,Ready To Move,Hegde Nagar,4,SrireSo,43750,28,3P,1,93
General Store,43908,OMBR Layout,3,SNnia E,35000,19,Locker,3,95
Super Market,44187,Kundalahalli Colony,7,,33625,21,3P,1,75
Super Market,Ready To Move,Raja Rajeshwari Nagar,2,,16250,34,IHS,2,49
Super Market,44184,Bannerghatta Road,3,Shestlo,89875,44,IHS,2,92
Super Market,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2,,30125,35,Locker,3,18
Drug Store,Ready To Move,Bommanahalli,2,,27625,5,Locker,3,61
Super Market,44183,Vijayanagar,3,BSlasin,16850,27,Locker,3,95
Super Market,Ready To Move,Ambedkar Colony,3,Sovar S,30725,48,Locker,3,19
Super Market,Ready To Move,Kanakpura Road,2,SoitaCa,29500,28,Locker,3,11
General Store,Ready To Move,Sarjapur  Road,3,,28875,11,IHS,2,86
General Store,Ready To Move,Binny Pete,3,Keharya,66625,12,3P,1,24
Super Market,Ready To Move,Sarjapur  Road,2,Prodsm ,65856,21,IHS,2,83
Super Market,18-Dec,Uttarahalli,2,Bhe 2ko,36375,7,Helix,4,29
Super Market,Ready To Move,Kanakpura Road,2,Unateit,48250,35,Helix,4,6
Super Market,18-Jun,Kannamangala,4,SNnia E,35000,28,IHS,2,3
Super Market,Ready To Move,Yelachenahalli,2,Santspa,39850,18,Locker,3,86
Super Market,Ready To Move,Ananth Nagar,2,,26500,15,IHS,2,37
Super Market,43909,Horamavu Agara,6,Puachal,16500,2,IHS,2,53
Drug Store,Ready To Move,Munnekollal,3,,26925,7,Locker,3,28
Drug Store,Ready To Move,2nd Phase Judicial Layout,2,,27250,8,IHS,2,63
General Store,Ready To Move,Vasanthapura,2,,34750,10,Locker,3,89
Super Market,Ready To Move,Kanakpura Road,2,OadraCh,37750,13,Locker,3,77
General Store,44185,Haralur Road,2,,9585,7,IHS,2,80
Super Market,Ready To Move,Konena Agrahara,2,VRowsa ,27225,7,3P,1,67
Drug Store,Ready To Move,Tumkur Road,3,,22000,7,3P,1,37
Super Market,Ready To Move,Kothanur,4,MKllei ,15000,45,3P,1,30
General Store,Ready To Move,Padmanabhanagar,3,PaownNe,4000,8,Locker,3,84
Super Market,Ready To Move,Kanakpura Road,3,,27500,2,Locker,3,3
General Store,Ready To Move,Varthur,2,,24250,2,Helix,4,15
Super Market,Ready To Move,Ananth Nagar,2,Jaaveha,30400,43,Locker,3,66
Super Market,Ready To Move,Koramangala,3,Soitya ,27500,34,3P,1,28
Super Market,Ready To Move,Sarjapur  Road,4,Bhmesy ,35750,38,IHS,2,65
Super Market,Ready To Move,Kaggalipura,3,SaireSa,40650,37,IHS,2,60
General Store,Ready To Move,TC Palaya,2,SVthaho,56721.6,17,3P,1,90
Drug Store,Ready To Move,Hosakerehalli,3,,40375,8,Locker,3,90
Super Market,Ready To Move,Sarjapura - Attibele Road,2,,27625,14,3P,1,100
Super Market,Ready To Move,HAL 2nd Stage,7,Nadhian,9630,20,Locker,3,88
General Store,Ready To Move,Hormavu,4,,28000,19,Locker,3,5
Super Market,Ready To Move,Koramangala,4,LancyRe,21492,44,Locker,3,27
Super Market,Ready To Move,Lakshminarayana Pura,2,SJityaz,17500,35,IHS,2,3
Super Market,Ready To Move,Narayanapura,3,,31000,48,IHS,2,6
Super Market,Ready To Move,Electronic City,2,PueraRi,33250,24,IHS,2,18
Super Market,44061,Kalena Agrahara,2,DSestSt,8800,0,IHS,2,62
General Store,Ready To Move,Ashwini layout,2,Makeser,10180,19,IHS,2,43
Super Market,Ready To Move,Attibele,1,Alarke ,24600,36,IHS,2,59
Super Market,Ready To Move,9th Phase JP Nagar,2,,31350,5,IHS,2,82
General Store,Ready To Move,Sanjay nagar,2,,46575,9,Helix,4,77
General Store,18-Dec,Subramanyapura,2,Sryalan,45000,10,Locker,3,54
Super Market,Ready To Move,Ambedkar Nagar,3,,41625,40,IHS,2,65
Drug Store,Ready To Move,Bommasandra,2,,11475,0,3P,1,29
Drug Store,Ready To Move,Varthur,3,,27000,8,Locker,3,42
Super Market,Ready To Move,Shankarapuram,4,SosicCl,31500,16,IHS,2,50
Drug Store,Ready To Move,Lakshminarayana Pura,3,Prsisge,23750,1,Locker,3,75
Super Market,19-Mar,Kambipura,2,,24000,5,Locker,3,73
Super Market,Ready To Move,Stage-4 Bommanahalli,3,SSthamh,41125,10,Helix,4,95
Super Market,43939,Haralur Road,2,UKicte ,90700,18,Locker,3,12
Super Market,Ready To Move,Keshava Nagar,2,,40650,37,Locker,3,38
Super Market,Ready To Move,Hebbal,2,,13203,10,Locker,3,37
Drug Store,Ready To Move,Dodda Banaswadi,2,,29750,5,IHS,2,6
Super Market,Ready To Move,Whitefield,2,IDldsin,13869,44,IHS,2,35
Super Market,Ready To Move,Yelahanka,2,,40000,15,Locker,3,76
Super Market,Ready To Move,Hormavu,2,,10000,30,Helix,4,22
Super Market,44062,"Varthur Road, ",3,SMllay ,8000,24,IHS,2,52
Super Market,43909,Kanakpura Road,3,,30250,7,IHS,2,10
Drug Store,Ready To Move,Malleshpalya,2,,37500,0,Locker,3,4
Super Market,Ready To Move,Basavangudi,6,CMard B,12000,21,IHS,2,44
Super Market,Ready To Move,Raja Rajeshwari Nagar,2,VBpleMa,15150,39,IHS,2,55
Drug Store,43969,Medahalli,2,,35275,4,Locker,3,5
Drug Store,Ready To Move,7th Phase JP Nagar,2,,38750,4,Helix,4,77
Drug Store,Ready To Move,Nagasandra,8,,11106,6,IHS,2,54
Super Market,44000,Vidyaranyapura,2,,26350,10,3P,1,97
Drug Store,Ready To Move,Karuna Nagar,3,EmardBo,26750,7,3P,1,27
Super Market,Ready To Move,Chikkalasandra,2,Prhna S,187850,0,IHS,2,60
Super Market,Ready To Move,Whitefield,2,Vrenty ,38750,40,IHS,2,31
Super Market,43909,Panathur,2,Raard B,33000,4,Helix,4,71
Super Market,Ready To Move,Sarjapur  Road,2,Soresea,31675,33,IHS,2,23
Super Market,Ready To Move,Virupakshapura,2,,78050,43,Locker,3,15
Super Market,44183,Whitefield,3,Goted U,41500,12,Helix,4,92
Super Market,Ready To Move,Whitefield,2,SSthamh,30000,26,3P,1,37
Drug Store,Ready To Move,Kalyan nagar,6,,30000,3,IHS,2,98
Drug Store,Ready To Move,Mahadevpura,3,Anensva,17750,6,IHS,2,28
Super Market,Ready To Move,Electronic City,2,PrrloMo,27000,25,Locker,3,73
Super Market,Ready To Move,Tumkur Road,3,,42550,15,IHS,2,70
Super Market,Ready To Move,Tumkur Road,3,VBownre,42000,46,IHS,2,22
Super Market,Ready To Move,Hebbal,2,Daxir E,10800,17,Locker,3,59
Super Market,Ready To Move,Ayappa Nagar,2,Prityel,31743,41,Helix,4,39
Super Market,Ready To Move,Padmanabhanagar,3,NCarkna,43200,0,Locker,3,57
General Store,Ready To Move,Old Madras Road,2,,39150,15,Locker,3,77
Super Market,Ready To Move,Thigalarapalya,3,Roarkan,45975,10,IHS,2,22
Super Market,Ready To Move,Mathikere,3,,28500,5,Helix,4,16
General Store,Ready To Move,Gottigere,2,,105600,12,Helix,4,55
Super Market,44184,Lavelle Road,3,DSata S,42350,27,Helix,4,28
General Store,Ready To Move,R.T. Nagar,4,,31925,7,Locker,3,19
Super Market,Ready To Move,Jigani,10,,69672,11,IHS,2,63
Super Market,Ready To Move,Ananth Nagar,2,MenueNo,16700,37,IHS,2,18
Super Market,Ready To Move,Hoodi,2,Moity S,24000,19,IHS,2,95
Super Market,Ready To Move,Devanahalli Road,3,,22800,29,IHS,2,2
General Store,Ready To Move,Chandapura,1,,#VALUE!,11,IHS,2,7
Super Market,Ready To Move,Jigani,3,SMuilan,48250,24,Locker,3,10
Super Market,Ready To Move,Mysore Road,2,IBityin,37500,5,IHS,2,28
Drug Store,Ready To Move,Electronic City,3,,32375,0,Locker,3,44
Super Market,Ready To Move,Karuna Nagar,3,Brity U,131750,28,Locker,3,3
Super Market,Ready To Move,Bhoganhalli,4,SLontel,43750,1,IHS,2,48
Drug Store,Ready To Move,Brookefield,2,,35500,9,Helix,4,99
General Store,Ready To Move,Thanisandra,2,,24875,16,IHS,2,10
General Store,Ready To Move,Mallathahalli,2,,10575,18,Locker,3,35
Super Market,Ready To Move,Kanakpura Road,2,Bregae ,66575,49,3P,1,53
Super Market,44061,Bellandur,3,,36000,13,IHS,2,40
Super Market,Ready To Move,Sarjapur  Road,3,,37750,39,IHS,2,51
Super Market,43969,Vasanthapura,2,Brica E,28000,36,IHS,2,99
General Store,18-Feb,Yelahanka,3,BDectou,8400,17,IHS,2,88
Super Market,Ready To Move,Vaishnavi Layout,4,Pu270a ,12000,49,Locker,3,65
Super Market,Ready To Move,Rachenahalli,3,HRaniIb,36000,49,IHS,2,88
Super Market,Ready To Move,Chandra Layout,1,,27000,21,IHS,2,55
Super Market,Ready To Move,Neeladri Nagar,2,Vaidsi ,9300,21,Helix,4,75
Super Market,Ready To Move,Basapura,2,ARnamru,#VALUE!,36,Locker,3,3
Drug Store,Ready To Move,Kaggalipura,3,,5850,7,IHS,2,49
Super Market,Ready To Move,KR Puram,2,BSian M,74880,14,Locker,3,60
Super Market,Ready To Move,7th Phase JP Nagar,3,Ciques ,46250,18,IHS,2,83
Super Market,Ready To Move, Mysore Highway,1,Srldsri,18750,35,IHS,2,34
Super Market,Ready To Move,Gollarapalya Hosahalli,2,Dhalsh ,28500,23,3P,1,12
Super Market,44000,Kereguddadahalli,1,SuVue S,12000,27,IHS,2,20
Super Market,Ready To Move,Byrathi Village,4,V htsji,86250,32,IHS,2,44
Super Market,44184,Ulsoor,4,GoityEt,89900,28,3P,1,21
General Store,Ready To Move,Kenchenahalli,1,Vaaveeh,52050,9,IHS,2,27
Super Market,Ready To Move,R.T. Nagar,9,SoronSa,44750,33,Locker,3,15
Super Market,Ready To Move,Begur Road,2,Srasy F,43275,7,Helix,4,45
General Store,Ready To Move,Vittasandra,2,Rauil T,10800,2,IHS,2,20
General Store,Ready To Move,Bisuvanahalli,2,ImiteEl,25000,2,IHS,2,26
Drug Store,Ready To Move,Electronic City Phase II,3,,22075,5,IHS,2,81
Super Market,Ready To Move,Marathahalli,4,BancyRe,#VALUE!,13,Locker,3,73
Super Market,Ready To Move,Billekahalli,3,Meowns ,45250,28,IHS,2,41
Super Market,Ready To Move,Electronic City Phase II,3,ALtonea,7380,23,IHS,2,24
Drug Store,Ready To Move,Dairy Circle,4,,44500,4,Locker,3,36
Drug Store,Ready To Move,Electronics City Phase 1,2,,54250,3,IHS,2,79
General Store,Ready To Move,Brooke Bond First Cross,3,Kaantth,10800,12,Locker,3,63
Super Market,Ready To Move,Whitefield,2,GrrvaGr,45100,2,IHS,2,3
Super Market,Ready To Move,pavitra paradise,3,,26775,9,3P,1,95
General Store,Ready To Move,Electronic City,1,DLhtsan,21250,15,IHS,2,96
Super Market,Ready To Move,9th Phase JP Nagar,2,Axdam V,12000,11,3P,1,100
Super Market,Ready To Move,Kanakapura,2,Sumesa ,39150,4,Locker,3,23
Drug Store,Ready To Move,Kanakpura Road,3,,10377,1,Locker,3,16
Super Market,Ready To Move,Harlur,2,Sashaa ,39250,31,3P,1,1
Drug Store,18-Feb,Electronic City,2,,37000,8,Locker,3,78
Drug Store,Ready To Move,Kaverappa Layout,3,,55575,1,IHS,2,7
Super Market,Ready To Move,Gunjur Palya,2,RMudeat,26175,38,IHS,2,21
Drug Store,Ready To Move,Dodda Nekkundi,3,,33000,1,IHS,2,80
Super Market,Ready To Move,Pattanagere,2,Eladero,74750,9,IHS,2,62
Drug Store,Ready To Move,Bhoganhalli,4,,32750,9,Helix,4,8
Super Market,Ready To Move,Hosa Road,2,PrityTr,39700,3,IHS,2,86
Drug Store,Ready To Move,Karuna Nagar,3,,11790,0,IHS,2,66
Super Market,Ready To Move,Rayasandra,2,Eladero,18000,4,IHS,2,83
General Store,Ready To Move,Koramangala,3,Sariana,5130,19,IHS,2,49
Super Market,Ready To Move,Yeshwanthpur,3,HMinebo,38750,20,Locker,3,28
Super Market,43848,Horamavu Banaswadi,3,SoisoCa,30000,30,Helix,4,60
Drug Store,Ready To Move,Vijayanagar,8,KrineAq,102000,9,IHS,2,75
Super Market,Ready To Move,Atmananda Colony,2,,20700,38,IHS,2,82
Super Market,19-Dec,Uttarahalli,3,Oreldhi,26000,44,Locker,3,47
Super Market,44183,Attibele,3,Jaades ,208025,8,IHS,2,1
Super Market,Ready To Move,7th Phase JP Nagar,4,,31050,29,IHS,2,9
Super Market,Ready To Move,7th Block Jayanagar,4,,31250,30,IHS,2,23
Super Market,18-Mar,Uttarahalli,3,,15813,25,IHS,2,1
Super Market,Ready To Move,Ashirvad Colony,2,Sririth,16000,25,Locker,3,13
Super Market,43939,Pai Layout,2,Brrds O,43725,42,IHS,2,52
Super Market,44183,Kudlu Gate,3,Vaharvi,10800,9,Locker,3,30
General Store,Ready To Move,RR Layout,3,,6250,7,IHS,2,76
Super Market,Ready To Move,ITPL,3,Prtanha,27500,26,IHS,2,42
General Store,Ready To Move,Rayasandra,3,Kaiew L,90825,16,3P,1,95
Super Market,Ready To Move,Byrasandra,3,PueraRi,29375,0,Locker,3,81
Super Market,Ready To Move,Raja Rajeshwari Nagar,2,Bhncyis,5040,7,3P,1,7
Super Market,Ready To Move,Thanisandra,2,JClyner,15125,32,Helix,4,26
Super Market,44184,Kasavanhalli,3,She 2rk,57500,49,IHS,2,61
Super Market,18-Aug,Koramangala,3,DNionfl,3690,10,Locker,3,93
Super Market,Ready To Move,Uttarahalli,2,,10260,2,IHS,2,73
General Store,Ready To Move,6th Phase JP Nagar,2,,37000,19,Locker,3,45
General Store,Ready To Move,Moodalapalya,1,Mancya ,47500,4,Locker,3,39
Drug Store,Ready To Move,Sarjapur  Road,3,Kreera ,30000,9,Locker,3,25
Super Market,Ready To Move,Kaikondrahalli,2,Chara N,27050,4,Locker,3,55
Super Market,Ready To Move,Haralur Road,2,PSmalsh,23750,39,Locker,3,68
Super Market,44000,Kengeri,2,ViistLa,28925,4,Locker,3,90
Super Market,Ready To Move,Indira Nagar,4,Amivace,57000,2,Locker,3,90
Super Market,Ready To Move,Kodichikkanahalli,3,,14427,4,IHS,2,55
Super Market,Ready To Move,Sarjapur  Road,2,Shmai D,15050,31,Locker,3,12
Drug Store,Ready To Move,EPIP Zone,4,,23025,1,Locker,3,34
Super Market,43939,Shanti Nagar,2,SNnia E,29800,18,Locker,3,87
Super Market,Ready To Move,Sarjapur  Road,3,,14040,35,IHS,2,16
Drug Store,Ready To Move,Mysore Road,2,Srvasks,33625,1,Locker,3,36
Super Market,Ready To Move,CV Raman Nagar,3,,42500,29,3P,1,19
Super Market,Ready To Move,Cooke Town,3,,29250,34,IHS,2,3
Super Market,Ready To Move,West of Chord Road,2,,43500,42,Helix,4,92
Super Market,Ready To Move,Budigere,3,Prlis A,12000,47,3P,1,13
Super Market,Ready To Move,HSR Layout,2,,6900,15,Helix,4,66
Super Market,Ready To Move,Kudlu Gate,3,YCnce R,39000,35,Locker,3,5
Drug Store,Ready To Move,Hoskote,4,,45750,0,IHS,2,7
Super Market,Ready To Move,Hoodi,2,DSalehn,#VALUE!,13,IHS,2,96
Super Market,Ready To Move,Jalahalli,3,GRhtiru,8750,1,IHS,2,21
Super Market,Ready To Move,Indira Nagar,4,Brway G,16407,24,IHS,2,62
General Store,Ready To Move,Ramagondanahalli,3,Eladero,26875,8,IHS,2,92
General Store,Ready To Move,Rachenahalli,3,,37800,17,IHS,2,69
Super Market,Ready To Move,Channasandra,2,Jaw 2 L,12645,37,3P,1,48
